,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Turbo,Engine_Volume_Num,Age,Age_Group,Mileage_Band,Inventory_Segment,Price_Per_Litre,Is_Premium_Brand
124,16935,765.0,FORD,Fusion,2015,Sedan,Yes,Petrol,2,71454,4.0,Automatic,Front,4-5,Left wheel,Black,0,False,2.0,11,11-20 yrs (Old),Medium Mileage,Standard,8467.5,False
125,19444,781.0,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,0,4.0,Tiptronic,Front,4-5,Left wheel,Black,6,False,2.5,14,11-20 yrs (Old),Low Mileage,Standard,7777.6,False
126,11604,639.0,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,346470,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,2.0,12,11-20 yrs (Old),High Mileage,Standard,5802.0,False
127,51965,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,59515,4.0,Automatic,Front,4-5,Left wheel,Blue,4,False,2.0,10,6-10 yrs (Mid),Medium Mileage,Premium,25982.5,False
128,706,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,115312,4.0,Automatic,Front,4-5,Left wheel,Grey,12,False,2.5,12,11-20 yrs (Old),Medium Mileage,Standard,282.4,False
129,9408,0.0,MERCEDES-BENZ,C 220,1999,Sedan,No,Diesel,2.2 Turbo,111111,4.0,Manual,Rear,4-5,Left wheel,Silver,4,True,2.2,27,> 20 yrs (Classic/Junk),Medium Mileage,Standard,4276.36,True
130,13328,1347.0,HYUNDAI,H1,2008,Minivan,Yes,Diesel,2.5,74444,4.0,Automatic,Front,4-5,Left wheel,Yellow,4,False,2.5,18,11-20 yrs (Old),Medium Mileage,Standard,5331.2,False
131,17876,0.0,NISSAN,Serena,2012,Minivan,No,Petrol,2,143000,4.0,Tiptronic,Front,4-5,Right-hand drive,White,12,False,2.0,14,11-20 yrs (Old),Medium Mileage,Standard,8938.0,False
132,549,2866.0,NISSAN,Maxima,2004,Sedan,Yes,Petrol,3.5,299709,6.0,Automatic,Front,4-5,Left wheel,Grey,12,False,3.5,22,> 20 yrs (Classic/Junk),High Mileage,Standard,156.86,False
133,20071,0.0,TOYOTA,RAV 4,2008,Jeep,No,Petrol,2.4,135000,4.0,Automatic,4x4,4-5,Left wheel,Silver,8,False,2.4,18,11-20 yrs (Old),Medium Mileage,Standard,8362.92,False
134,22894,862.0,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,124444,4.0,Automatic,Front,4-5,Left wheel,Yellow,4,False,2.5,15,11-20 yrs (Old),Medium Mileage,Standard,9157.6,False
135,2901,503.0,HONDA,Civic,2012,Sedan,Yes,Hybrid,1.5,146403,4.0,Automatic,Front,4-5,Left wheel,White,0,False,1.5,14,11-20 yrs (Old),Medium Mileage,Standard,1934.0,False
136,15681,0.0,MITSUBISHI,Pajero,1997,Jeep,No,Petrol,2.4,142000,4.0,Automatic,4x4,2-3,Left wheel,Blue,6,False,2.4,29,> 20 yrs (Classic/Junk),Medium Mileage,Standard,6533.75,False
137,39829,1811.0,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,155821,8.0,Automatic,4x4,4-5,Left wheel,Black,0,False,4.6,16,11-20 yrs (Old),High Mileage,Premium,8658.48,True
138,706,1646.0,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,102907,8.0,Automatic,4x4,4-5,Left wheel,Black,0,False,4.6,11,11-20 yrs (Old),Medium Mileage,Standard,153.48,True
139,18660,0.0,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,130000,4.0,Tiptronic,Front,4-5,Left wheel,Black,6,False,2.4,13,11-20 yrs (Old),Medium Mileage,Standard,7775.0,False
140,22580,1017.0,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,50930,4.0,Automatic,Rear,4-5,Left wheel,Black,12,False,2.0,9,6-10 yrs (Mid),Medium Mileage,Standard,11290.0,True
141,11604,639.0,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,264872,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,2.0,12,11-20 yrs (Old),High Mileage,Standard,5802.0,False
142,314,259.0,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,131893,4.0,Automatic,Front,4-5,Left wheel,Brown,0,False,1.4,12,11-20 yrs (Old),Medium Mileage,Standard,224.29,False
143,5488,751.0,GMC,TERRAIN,2013,Jeep,Yes,Petrol,2.4,138958,4.0,Automatic,Front,4-5,Left wheel,Black,12,False,2.4,13,11-20 yrs (Old),Medium Mileage,Standard,2286.67,False
144,4300,0.0,MERCEDES-BENZ,208,1985,Universal,No,Diesel,2.5,1111111,4.0,Manual,Rear,4-5,Left wheel,Black,1,False,2.5,41,> 20 yrs (Classic/Junk),High Mileage,Standard,1720.0,True
145,18817,609.0,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,35058,4.0,Automatic,Front,4-5,Left wheel,White,12,False,2.5,8,6-10 yrs (Mid),Low Mileage,Standard,7526.8,False
146,21169,697.0,HONDA,Hr-v EX,2015,Jeep,No,Petrol,1.8,33330,4.0,Automatic,4x4,4-5,Left wheel,Grey,8,False,1.8,11,11-20 yrs (Old),Low Mileage,Standard,11760.56,False
147,9095,0.0,FIAT,500,2011,Coupe,No,Petrol,1.2,141000,4.0,Automatic,Front,2-3,Right-hand drive,Red,4,False,1.2,15,11-20 yrs (Old),Medium Mileage,Standard,7579.17,False
148,1568,639.0,VOLKSWAGEN,Jetta,2014,Sedan,Yes,Diesel,2,82392,4.0,Automatic,Front,4-5,Left wheel,Silver,12,False,2.0,12,11-20 yrs (Old),Medium Mileage,Standard,784.0,False
149,3136,0.0,SUBARU,Legacy,2005,Goods wagon,No,Petrol,2.0 Turbo,180000,6.0,Tiptronic,4x4,4-5,Right-hand drive,Blue,6,True,2.0,21,> 20 yrs (Classic/Junk),High Mileage,Standard,1568.0,False
150,17876,585.0,HYUNDAI,Elantra sport limited,2013,Sedan,Yes,Petrol,1.8,117920,4.0,Tiptronic,Front,4-5,Left wheel,Grey,12,False,1.8,13,11-20 yrs (Old),Medium Mileage,Standard,9931.11,False
151,11290,891.0,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,279787,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,2.0,10,6-10 yrs (Mid),High Mileage,Standard,5645.0,False
152,36065,1399.0,TOYOTA,Sienna,2010,Minivan,Yes,Petrol,3.5,227200,6.0,Tiptronic,Front,4-5,Left wheel,White,16,False,3.5,16,11-20 yrs (Old),High Mileage,Premium,10304.29,False
153,862,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,130478,4.0,Automatic,Front,4-5,Left wheel,White,12,False,2.5,12,11-20 yrs (Old),Medium Mileage,Standard,344.8,False
154,21395,781.0,HYUNDAI,H1,2012,Universal,Yes,Diesel,2.5,166144,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,2.5,14,11-20 yrs (Old),High Mileage,Standard,8558.0,False
155,15681,891.0,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,258706,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,2.0,10,6-10 yrs (Mid),High Mileage,Standard,7840.5,False
156,627,475.0,CHEVROLET,Volt,2012,Jeep,Yes,Hybrid,1.4,188419,4.0,Automatic,Front,4-5,Left wheel,Red,0,False,1.4,14,11-20 yrs (Old),High Mileage,Standard,447.86,False
157,40070,690.0,TOYOTA,Aqua,2016,Hatchback,Yes,Petrol,1.5,25807,4.0,Automatic,Front,4-5,Left wheel,Black,4,False,1.5,10,6-10 yrs (Mid),Low Mileage,Premium,26713.33,False
158,11917,0.0,MERCEDES-BENZ,A 170,2008,Hatchback,No,Petrol,1.7,180000,4.0,Automatic,Front,4-5,Left wheel,Golden,8,False,1.7,18,11-20 yrs (Old),High Mileage,Standard,7010.0,True
159,72130,1079.0,LEXUS,NX 300,2018,Jeep,Yes,Petrol,2.0 Turbo,18918,4.0,Tiptronic,Front,4-5,Left wheel,Black,6,True,2.0,8,6-10 yrs (Mid),Low Mileage,Premium,36065.0,True
160,35927,640.0,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,137267,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,2.0,13,11-20 yrs (Old),Medium Mileage,Premium,17963.5,False
161,21012,308.0,TOYOTA,Prius,2014,Sedan,No,Hybrid,1.8,160000,4.0,Automatic,4x4,4-5,Left wheel,White,4,False,1.8,12,11-20 yrs (Old),High Mileage,Standard,11673.33,False
162,21012,1823.0,TOYOTA,Tacoma,2018,Sedan,Yes,Petrol,3.5,27358,6.0,Automatic,Front,4-5,Left wheel,Grey,12,False,3.5,8,6-10 yrs (Mid),Low Mileage,Standard,6003.43,False
163,13172,1361.0,KIA,Carnival grand,2009,Minivan,Yes,Diesel,2.9,84176,4.0,Automatic,Front,4-5,Left wheel,White,6,False,2.9,17,11-20 yrs (Old),Medium Mileage,Standard,4542.07,False
164,15624,707.0,HYUNDAI,Genesis,2011,Coupe,Yes,Petrol,2,107005,4.0,Automatic,Front,4-5,Left wheel,Grey,4,False,2.0,15,11-20 yrs (Old),Medium Mileage,Standard,7812.0,False
165,4547,0.0,OPEL,Vectra,1997,Sedan,No,Petrol,1.6,15000,4.0,Manual,Front,4-5,Left wheel,Beige,2,False,1.6,29,> 20 yrs (Classic/Junk),Low Mileage,Standard,2841.88,False
166,5488,1273.0,INFINITI,QX60,2015,Jeep,Yes,Petrol,3.5,124154,6.0,Automatic,4x4,4-5,Left wheel,Black,12,False,3.5,11,11-20 yrs (Old),Medium Mileage,Standard,1568.0,False
167,20005,531.0,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,104997,4.0,Automatic,Front,4-5,Left wheel,White,4,False,1.6,14,11-20 yrs (Old),Medium Mileage,Standard,12503.12,False
168,36110,924.0,VOLKSWAGEN,Passat,2017,Sedan,Yes,Petrol,1.8,27728,6.0,Tiptronic,Front,4-5,Left wheel,Silver,8,False,1.8,9,6-10 yrs (Mid),Low Mileage,Premium,20061.11,False
169,7840,0.0,MERCEDES-BENZ,E 240 E 240,1998,Sedan,Yes,Petrol,2.4,777777,6.0,Manual,Rear,4-5,Left wheel,Blue,4,False,2.4,28,> 20 yrs (Classic/Junk),High Mileage,Standard,3266.67,True
170,470,1077.0,MAZDA,1000,2019,Jeep,Yes,Petrol,2,11566,4.0,Automatic,4x4,4-5,Left wheel,Black,12,False,2.0,7,6-10 yrs (Mid),Low Mileage,Standard,235.0,False
171,1300,0.0,AUDI,50,2018,Coupe,Yes,Petrol,0.5,4000,1.0,Tiptronic,Rear,>5,Right-hand drive,Blue,0,False,0.5,8,6-10 yrs (Mid),Low Mileage,Standard,2600.0,True
172,43880,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,113700,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,2.0,10,6-10 yrs (Mid),Medium Mileage,Premium,21940.0,False
173,29479,584.0,MERCEDES-BENZ,C 250,2014,Sedan,Yes,Petrol,1.8 Turbo,69000,4.0,Tiptronic,Rear,4-5,Left wheel,Grey,8,True,1.8,12,11-20 yrs (Old),Medium Mileage,Premium,16377.22,True
174,17249,0.0,TOYOTA,Camry,2011,Sedan,Yes,Hybrid,2.5,152000,4.0,Variator,Front,4-5,Left wheel,White,12,False,2.5,15,11-20 yrs (Old),High Mileage,Standard,6899.6,False
175,9408,0.0,TOYOTA,Vitz funkargo,2003,Universal,No,Petrol,1.5,181926,4.0,Automatic,4x4,4-5,Right-hand drive,Silver,2,False,1.5,23,> 20 yrs (Classic/Junk),High Mileage,Standard,6272.0,False
176,44213,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,50255,4.0,Automatic,Front,4-5,Left wheel,Red,4,False,2.0,10,6-10 yrs (Mid),Medium Mileage,Premium,22106.5,False
177,8467,2078.0,BMW,325,2001,Sedan,Yes,Petrol,2.5,252800,6.0,Manual,Rear,4-5,Left wheel,Grey,6,False,2.5,25,> 20 yrs (Classic/Junk),High Mileage,Standard,3386.8,True
178,627,915.0,AUDI,A6,2014,Sedan,Yes,Petrol,3,164488,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,False,3.0,12,11-20 yrs (Old),High Mileage,Standard,209.0,True
179,21950,831.0,FORD,Transit,2011,Goods wagon,No,Diesel,2.4 Turbo,125000,4.0,Manual,4x4,4-5,Left wheel,White,2,True,2.4,15,11-20 yrs (Old),Medium Mileage,Standard,9145.83,False
180,706,475.0,FIAT,500,2012,Hatchback,Yes,Petrol,1.4,164574,4.0,Automatic,Front,4-5,Left wheel,Red,12,False,1.4,14,11-20 yrs (Old),High Mileage,Standard,504.29,False
181,3136,473.0,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.4,156992,4.0,Automatic,Front,4-5,Left wheel,Black,12,False,1.4,12,11-20 yrs (Old),High Mileage,Standard,2240.0,False
182,3450,0.0,OPEL,Vectra,1995,Sedan,No,CNG,2,0,4.0,Manual,Front,4-5,Left wheel,White,2,False,2.0,31,> 20 yrs (Classic/Junk),Low Mileage,Standard,1725.0,False
183,9408,0.0,MITSUBISHI,Pajero,1998,Jeep,No,Petrol,3.5 Turbo,11000,6.0,Tiptronic,4x4,4-5,Right-hand drive,Silver,4,True,3.5,28,> 20 yrs (Classic/Junk),Low Mileage,Standard,2688.0,False
184,31500,0.0,NISSAN,Pathfinder,2010,Jeep,Yes,LPG,4,90200,6.0,Tiptronic,4x4,4-5,Left wheel,Black,12,False,4.0,16,11-20 yrs (Old),Medium Mileage,Premium,7875.0,False
185,20385,0.0,MITSUBISHI,Delica,2005,Minivan,Yes,Petrol,3,184000,6.0,Automatic,4x4,4-5,Right-hand drive,White,12,False,3.0,21,> 20 yrs (Classic/Junk),High Mileage,Standard,6795.0,False
186,314,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,149486,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,False,3.5,12,11-20 yrs (Old),Medium Mileage,Standard,89.71,True
187,2300,0.0,VOLKSWAGEN,Golf,1996,Sedan,No,CNG,2,0,4.0,Manual,Front,4-5,Left wheel,Green,0,False,2.0,30,> 20 yrs (Classic/Junk),Low Mileage,Standard,1150.0,False
188,7840,0.0,MERCEDES-BENZ,Vaneo,2004,Universal,No,LPG,1.9,170000,4.0,Tiptronic,Front,4-5,Left wheel,Silver,4,False,1.9,22,> 20 yrs (Classic/Junk),High Mileage,Standard,4126.32,True
189,56450,0.0,TOYOTA,Camry Se,2018,Sedan,Yes,Petrol,2.5,25000,4.0,Tiptronic,Front,4-5,Left wheel,Blue,12,False,2.5,8,6-10 yrs (Mid),Low Mileage,Premium,22580.0,False
190,1490,639.0,VOLKSWAGEN,Jetta,2014,Universal,Yes,Diesel,2,113214,4.0,Automatic,Front,4-5,Left wheel,Grey,12,False,2.0,12,11-20 yrs (Old),Medium Mileage,Standard,745.0,False
191,627,836.0,TOYOTA,Tacoma,2012,Sedan,Yes,Petrol,2.7,394069,4.0,Automatic,Rear,4-5,Left wheel,Black,12,False,2.7,14,11-20 yrs (Old),High Mileage,Standard,232.22,False
192,314,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,149486,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,False,3.5,12,11-20 yrs (Old),Medium Mileage,Standard,89.71,True
193,13172,0.0,HONDA,Cr-v,2002,Jeep,No,Petrol,2.4,260000,4.0,Automatic,4x4,4-5,Left wheel,Silver,6,False,2.4,24,> 20 yrs (Classic/Junk),High Mileage,Standard,5488.33,False
194,19757,0.0,NISSAN,Patrol Y60,1990,Jeep,No,Diesel,2.8 Turbo,222222,4.0,Manual,Rear,4-5,Left wheel,Black,0,True,2.8,36,> 20 yrs (Classic/Junk),High Mileage,Standard,7056.07,False
195,4704,917.0,AUDI,A7,2013,Hatchback,Yes,Petrol,3,301707,6.0,Automatic,4x4,4-5,Left wheel,Grey,0,False,3.0,13,11-20 yrs (Old),High Mileage,Standard,1568.0,True
196,706,751.0,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,175827,4.0,Automatic,Front,4-5,Left wheel,Black,12,False,2.4,13,11-20 yrs (Old),High Mileage,Standard,294.17,False
197,5802,1055.0,MERCEDES-BENZ,E 350,2013,Sedan,Yes,Diesel,3.5,107800,6.0,Automatic,Rear,4-5,Left wheel,Grey,12,False,3.5,13,11-20 yrs (Old),Medium Mileage,Standard,1657.71,True
198,25716,777.0,TOYOTA,Camry,2014,Sedan,No,Petrol,2.5,115200,4.0,Automatic,Front,4-5,Left wheel,Silver,8,False,2.5,12,11-20 yrs (Old),Medium Mileage,Premium,10286.4,False
199,14426,642.0,CHEVROLET,Orlando,2012,Jeep,Yes,LPG,2,132036,4.0,Automatic,Front,4-5,Left wheel,White,4,False,2.0,14,11-20 yrs (Old),Medium Mileage,Standard,7213.0,False
200,10820,0.0,TOYOTA,RAV 4,2001,Jeep,No,Petrol,2,91000,4.0,Automatic,4x4,2-3,Right-hand drive,Silver,4,False,2.0,25,> 20 yrs (Classic/Junk),Medium Mileage,Standard,5410.0,False
201,45436,1172.0,FORD,Explorer,2011,Jeep,Yes,Petrol,3.5,129177,4.0,Automatic,Front,4-5,Left wheel,White,4,False,3.5,15,11-20 yrs (Old),Medium Mileage,Premium,12981.71,False
202,11917,893.0,HYUNDAI,I30,2008,Hatchback,No,Diesel,1.6,201000,4.0,Manual,Front,4-5,Left wheel,Black,8,False,1.6,18,11-20 yrs (Old),High Mileage,Standard,7448.12,False
203,41281,765.0,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,185811,4.0,Automatic,Front,4-5,Left wheel,Black,4,False,2.0,11,11-20 yrs (Old),High Mileage,Premium,20640.5,False
204,4391,0.0,NISSAN,Altima,1998,Sedan,No,Petrol,2.4,358400,4.0,Manual,Front,4-5,Left wheel,Brown,2,False,2.4,28,> 20 yrs (Classic/Junk),High Mileage,Standard,1829.58,False
205,3058,1872.0,PORSCHE,Cayenne,2018,Sedan,Yes,Petrol,3.6,28968,6.0,Automatic,4x4,4-5,Left wheel,White,12,False,3.6,8,6-10 yrs (Mid),Low Mileage,Standard,849.44,True
206,3700,0.0,ALFA ROMEO,147,2001,Coupe,Yes,Petrol,1.8,240000,4.0,Manual,Front,2-3,Left wheel,Black,4,False,1.8,25,> 20 yrs (Classic/Junk),High Mileage,Standard,2055.56,False
207,15681,0.0,SUZUKI,Grand Vitara,2008,Jeep,No,Petrol,1.6,98000,4.0,Automatic,4x4,2-3,Left wheel,Black,12,False,1.6,18,11-20 yrs (Old),Medium Mileage,Standard,9800.62,False
208,6586,645.0,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,1.8,122302,4.0,Automatic,Front,4-5,Left wheel,Black,0,False,1.8,15,11-20 yrs (Old),Medium Mileage,Standard,3658.89,True
209,12544,0.0,TOYOTA,Prius,2007,Hatchback,No,Hybrid,1.5,140000,4.0,Automatic,Front,4-5,Left wheel,Beige,6,False,1.5,19,11-20 yrs (Old),Medium Mileage,Standard,8362.67,False
210,30063,639.0,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,120000,4.0,Automatic,Front,4-5,Left wheel,White,4,False,2.0,12,11-20 yrs (Old),Medium Mileage,Premium,15031.5,False
211,72130,1885.0,PORSCHE,Panamera,2010,Hatchback,Yes,Petrol,4.8,196800,8.0,Tiptronic,4x4,4-5,Left wheel,White,8,False,4.8,16,11-20 yrs (Old),High Mileage,Premium,15027.08,True
212,21639,0.0,HYUNDAI,Veloster,2015,Hatchback,No,Petrol,1.6,17200,4.0,Tiptronic,Front,2-3,Left wheel,Red,10,False,1.6,11,11-20 yrs (Old),Low Mileage,Standard,13524.38,False
213,36692,0.0,TOYOTA,RAV 4 XLE Sport,2013,Jeep,No,Petrol,2.5,120000,4.0,Tiptronic,Front,4-5,Left wheel,White,0,False,2.5,13,11-20 yrs (Old),Medium Mileage,Premium,14676.8,False
214,30,0.0,HONDA,FIT,2002,Hatchback,No,Petrol,1.5,0,4.0,Automatic,Front,4-5,Right-hand drive,Silver,4,False,1.5,24,> 20 yrs (Classic/Junk),Low Mileage,Standard,20.0,False
215,12231,1266.0,TOYOTA,Aqua,2014,Hatchback,No,Hybrid,1.5,66000,4.0,Variator,Front,4-5,Right-hand drive,Silver,4,False,1.5,12,11-20 yrs (Old),Medium Mileage,Standard,8154.0,False
216,3136,0.0,TOYOTA,Sienta,2004,Sedan,No,Petrol,1.5,300000,4.0,Variator,Front,4-5,Right-hand drive,Beige,4,False,1.5,22,> 20 yrs (Classic/Junk),High Mileage,Standard,2090.67,False
217,10663,0.0,TOYOTA,Prius,2009,Sedan,Yes,Hybrid,1.8,230000,4.0,Variator,Front,4-5,Left wheel,Grey,6,False,1.8,17,11-20 yrs (Old),High Mileage,Standard,5923.89,False
218,5620,447.0,HONDA,FIT,2013,Hatchback,Yes,Petrol,1.3,110467,4.0,Automatic,Front,4-5,Left wheel,White,4,False,1.3,13,11-20 yrs (Old),Medium Mileage,Standard,4323.08,False
219,19130,2148.0,MERCEDES-BENZ,CLS 550,2010,Sedan,Yes,Petrol,5.5,157000,4.0,Automatic,Front,4-5,Left wheel,Grey,10,False,5.5,16,11-20 yrs (Old),High Mileage,Standard,3478.18,True
220,9408,1111.0,HONDA,FIT,2012,Hatchback,No,Hybrid,1.3,64000,4.0,Variator,Front,4-5,Right-hand drive,Black,4,False,1.3,14,11-20 yrs (Old),Medium Mileage,Standard,7236.92,False
221,3,0.0,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.8,80000,4.0,Tiptronic,Front,4-5,Left wheel,Grey,6,False,1.8,15,11-20 yrs (Old),Medium Mileage,Standard,1.67,False
222,15367,640.0,VOLKSWAGEN,Passat,2013,Sedan,Yes,Diesel,2.0 Turbo,179200,4.0,Tiptronic,Front,4-5,Left wheel,White,16,True,2.0,13,11-20 yrs (Old),High Mileage,Standard,7683.5,False
223,5959,1730.0,CHEVROLET,Avalanche,2011,Sedan,Yes,Petrol,5.3,246976,8.0,Automatic,Front,4-5,Left wheel,Black,12,False,5.3,15,11-20 yrs (Old),High Mileage,Standard,1124.34,False
224,26594,777.0,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,179918,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,2.5,12,11-20 yrs (Old),High Mileage,Premium,10637.6,False
225,36065,779.0,TOYOTA,Avalon LIMITED,2013,Sedan,Yes,Hybrid,2.5,92200,4.0,Tiptronic,Front,4-5,Left wheel,Beige,12,False,2.5,13,11-20 yrs (Old),Medium Mileage,Premium,14426.0,False
226,26343,730.0,KIA,Cerato K3,2016,Sedan,Yes,Diesel,1.6 Turbo,29000,4.0,Tiptronic,Front,4-5,Left wheel,Silver,8,True,1.6,10,6-10 yrs (Mid),Low Mileage,Premium,16464.38,False
227,549,862.0,MAZDA,CX-7,2011,Sedan,Yes,Petrol,2.5,216550,4.0,Automatic,Front,4-5,Left wheel,Black,12,False,2.5,15,11-20 yrs (Old),High Mileage,Standard,219.6,False
228,6000,0.0,JEEP,Grand Cherokee,1993,Jeep,No,Petrol,4,240000,6.0,Automatic,4x4,4-5,Left wheel,Green,5,False,4.0,33,> 20 yrs (Classic/Junk),High Mileage,Standard,1500.0,False
229,40142,1811.0,LEXUS,GX 470,2010,Jeep,Yes,Petrol,4.6,357246,8.0,Automatic,4x4,4-5,Left wheel,Grey,0,False,4.6,16,11-20 yrs (Old),High Mileage,Premium,8726.52,True
230,14000,585.0,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,50000,4.0,Tiptronic,Front,4-5,Left wheel,Grey,10,False,1.8,13,11-20 yrs (Old),Medium Mileage,Standard,7777.78,False
231,17923,473.0,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.4,127842,4.0,Automatic,Front,4-5,Left wheel,White,4,False,1.4,12,11-20 yrs (Old),Medium Mileage,Standard,12802.14,False
232,54518,831.0,HYUNDAI,Tucson,2017,Jeep,Yes,Petrol,1.6,40193,4.0,Automatic,Front,4-5,Left wheel,Black,4,False,1.6,9,6-10 yrs (Mid),Low Mileage,Premium,34073.75,False
233,10349,0.0,OPEL,Astra G,2003,Hatchback,No,Petrol,1.6,180000,4.0,Manual,Front,4-5,Left wheel,Silver,6,False,1.6,23,> 20 yrs (Classic/Junk),High Mileage,Standard,6468.12,False
234,8154,0.0,TOYOTA,Ist,2002,Hatchback,No,Petrol,1.3,115000,4.0,Automatic,Front,4-5,Right-hand drive,Silver,7,False,1.3,24,> 20 yrs (Classic/Junk),Medium Mileage,Standard,6272.31,False
235,282,289.0,FORD,Escape,2008,Jeep,Yes,Hybrid,0.4,220474,4.0,Automatic,Front,4-5,Left wheel,Grey,0,False,0.4,18,11-20 yrs (Old),High Mileage,Standard,705.0,False
236,7527,640.0,VOLKSWAGEN,Passat,2013,Sedan,Yes,Diesel,2,132310,4.0,Automatic,Front,4-5,Left wheel,Grey,12,False,2.0,13,11-20 yrs (Old),Medium Mileage,Standard,3763.5,False
237,3450,1249.0,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,60762,4.0,Automatic,Front,4-5,Left wheel,White,12,False,2.5,9,6-10 yrs (Mid),Medium Mileage,Standard,1380.0,False
238,22063,836.0,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,142264,4.0,Automatic,Front,4-5,Left wheel,White,4,False,2.0,16,11-20 yrs (Old),Medium Mileage,Standard,11031.5,False
239,2901,503.0,HONDA,Civic,2012,Sedan,Yes,Hybrid,1.5,146403,4.0,Automatic,Front,4-5,Left wheel,White,0,False,1.5,14,11-20 yrs (Old),Medium Mileage,Standard,1934.0,False
240,4704,585.0,TOYOTA,Corolla,2013,Sedan,Yes,Petrol,1.8,227371,4.0,Automatic,Front,4-5,Left wheel,Silver,12,False,1.8,13,11-20 yrs (Old),High Mileage,Standard,2613.33,False
241,5331,0.0,VOLKSWAGEN,Passat,2002,Sedan,Yes,Petrol,2.8,175000,6.0,Manual,Front,4-5,Left wheel,Grey,6,False,2.8,24,> 20 yrs (Classic/Junk),High Mileage,Standard,1903.93,False
242,941,642.0,VOLKSWAGEN,Jetta,2012,Sedan,Yes,Diesel,2,203440,4.0,Automatic,Front,4-5,Left wheel,Black,12,False,2.0,14,11-20 yrs (Old),High Mileage,Standard,470.5,False
243,16900,502.0,HONDA,FIT,2013,Hatchback,Yes,Petrol,1.5,70000,4.0,Automatic,Front,4-5,Left wheel,Blue,4,False,1.5,13,11-20 yrs (Old),Medium Mileage,Standard,11266.67,False
244,18189,0.0,NISSAN,Rogue,2010,Jeep,Yes,Petrol,2.5,122000,4.0,Automatic,4x4,4-5,Left wheel,Silver,4,False,2.5,16,11-20 yrs (Old),Medium Mileage,Standard,7275.6,False
245,5331,0.0,MAZDA,MPV,2000,Minivan,No,Petrol,2.5,127000,4.0,Automatic,Front,4-5,Left wheel,Green,4,False,2.5,26,> 20 yrs (Classic/Junk),Medium Mileage,Standard,2132.4,False
246,42651,1017.0,MERCEDES-BENZ,GLA 250,2017,Jeep,Yes,Petrol,2,44995,4.0,Automatic,4x4,4-5,Left wheel,Black,0,False,2.0,9,6-10 yrs (Mid),Low Mileage,Premium,21325.5,True
247,15524,586.0,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,122324,4.0,Automatic,Front,4-5,Left wheel,Red,7,False,1.8,14,11-20 yrs (Old),Medium Mileage,Standard,8624.44,False
